"","AnimalID","TestSite","Mouse.Strain","Genotype","Sex","Age.Months","Stimulus.Length","Day"
"271","gw140a277","Site2","APP-PS1","C57BL6","Male","4","2",5
"272","gw141a278","Site2","APP-PS1","C57BL6","Male","4","2",9
"273","gw141a279","Site2","APP-PS1","C57BL6","Male","4","2",11
"274","lt13x025","Site1","3xTG-AD","3xTG-AD","Female","4","4",11
"275","lt13x026","Site1","3xTG-AD","3xTG-AD","Female","4","4",12
"276","lt14x028","Site1","3xTG-AD","3xTG-AD","Female","4","4",5
"277","lt17x033","Site1","3xTG-AD","3xTG-AD","Female","4","4",3
"278","lt17x034","Site1","3xTG-AD","3xTG-AD","Female","4","4",5
"279","lt18x035","Site1","3xTG-AD","3xTG-AD","Female","4","4",9
"280","lt21x041","Site1","3xTG-AD","3xTG-AD","Female","4","4",6
"281","lt21x042","Site1","3xTG-AD","3xTG-AD","Female","4","4",4
"282","lt22x043","Site1","3xTG-AD","3xTG-AD","Female","4","4",16
"283","lt22x044","Site1","3xTG-AD","3xTG-AD","Female","4","4",10
"284","gt01x001","Site2","3xTG-AD","3xTG-AD","Female","4","4",17
"285","gt02x003","Site2","3xTG-AD","3xTG-AD","Female","4","4",9
"286","gt02x004","Site2","3xTG-AD","3xTG-AD","Female","4","4",3
"287","gt03x005","Site2","3xTG-AD","3xTG-AD","Female","4","4",6
"288","gt03x006","Site2","3xTG-AD","3xTG-AD","Female","4","4",6
"289","gt04x007","Site2","3xTG-AD","3xTG-AD","Female","4","4",7
"290","gt04x008","Site2","3xTG-AD","3xTG-AD","Female","4","4",29
"291","gt05x009","Site2","3xTG-AD","3xTG-AD","Female","4","4",9
"292","gt05x010","Site2","3xTG-AD","3xTG-AD","Female","4","4",11
"293","gt06x011","Site2","3xTG-AD","3xTG-AD","Female","4","4",11
"294","lt39f078","Site1","5xFAD","5xFAD","Female","4","4",2
"295","lt40f079","Site1","5xFAD","5xFAD","Female","4","4",4
"296","lt40f080","Site1","5xFAD","5xFAD","Female","4","4",4
"297","lt43f085","Site1","5xFAD","5xFAD","Female","4","4",5
"298","lt43f086","Site1","5xFAD","5xFAD","Female","4","4",5
"299","lt44f087","Site1","5xFAD","5xFAD","Female","4","4",3
"300","lt44f088","Site1","5xFAD","5xFAD","Female","4","4",3
"301","lt47f094","Site1","5xFAD","5xFAD","Female","4","4",12
"302","lt48f095","Site1","5xFAD","5xFAD","Female","4","4",13
"303","lt48f096","Site1","5xFAD","5xFAD","Female","4","4",7
"304","gt01f001","Site2","5xFAD","5xFAD","Female","4","4",8
"305","gt01f002","Site2","5xFAD","5xFAD","Female","4","4",8
"306","gt02f003","Site2","5xFAD","5xFAD","Female","4","4",4
"307","gt03f005","Site2","5xFAD","5xFAD","Female","4","4",3
"308","gt04f007","Site2","5xFAD","5xFAD","Female","4","4",8
"309","gt05f008","Site2","5xFAD","5xFAD","Female","4","4",7
"310","gt05f009","Site2","5xFAD","5xFAD","Female","4","4",4
"311","gt06f010","Site2","5xFAD","5xFAD","Female","4","4",7
"312","gt07f011","Site2","5xFAD","5xFAD","Female","4","4",8
"313","gt07f012","Site2","5xFAD","5xFAD","Female","4","4",14
"314","lt187a249","Site1","APP-PS1","APPPS1","Female","4","4",3
"315","lt188a250","Site1","APP-PS1","APPPS1","Female","4","4",3
"316","lt191a253","Site1","APP-PS1","APPPS1","Female","4","4",6
"317","lt195a257","Site1","APP-PS1","APPPS1","Female","4","4",9
"318","lt196a258","Site1","APP-PS1","APPPS1","Female","4","4",7
"319","lt199a261","Site1","APP-PS1","APPPS1","Female","4","4",3
"320","lt200a262","Site1","APP-PS1","APPPS1","Female","4","4",6
"321","lt203a265","Site1","APP-PS1","APPPS1","Female","4","4",3
"322","lt204a266","Site1","APP-PS1","APPPS1","Female","4","4",4
"323","lt207a269","Site1","APP-PS1","APPPS1","Female","4","4",3
"324","lt208a270","Site1","APP-PS1","APPPS1","Female","4","4",7
"325","lt211a273","Site1","APP-PS1","APPPS1","Female","4","4",3
"326","lt212a274","Site1","APP-PS1","APPPS1","Female","4","4",6
"327","gt114a251","Site2","APP-PS1","APPPS1","Female","4","4",5
"328","gt114a252","Site2","APP-PS1","APPPS1","Female","4","4",11
"329","gt115a253","Site2","APP-PS1","APPPS1","Female","4","4",7
"330","gt115a255","Site2","APP-PS1","APPPS1","Female","4","4",9
"331","gt115a256","Site2","APP-PS1","APPPS1","Female","4","4",6
"332","gt116a257","Site2","APP-PS1","APPPS1","Female","4","4",7
"333","gt116a259","Site2","APP-PS1","APPPS1","Female","4","4",10
"334","gt117a262","Site2","APP-PS1","APPPS1","Female","4","4",5
"335","gt117a263","Site2","APP-PS1","APPPS1","Female","4","4",9
"336","lw15x030","Site1","3xTG-AD","B6129SF2/J","Female","4","4",15
"337","lw16x031","Site1","3xTG-AD","B6129SF2/J","Female","4","4",5
"338","lw16x032","Site1","3xTG-AD","B6129SF2/J","Female","4","4",5
"339","lw19x037","Site1","3xTG-AD","B6129SF2/J","Female","4","4",5
"340","lw19x038","Site1","3xTG-AD","B6129SF2/J","Female","4","4",8
"341","lw20x039","Site1","3xTG-AD","B6129SF2/J","Female","4","4",17
"342","lw23x045","Site1","3xTG-AD","B6129SF2/J","Female","4","4",3
"343","lw23x046","Site1","3xTG-AD","B6129SF2/J","Female","4","4",6
"344","lw24x047","Site1","3xTG-AD","B6129SF2/J","Female","4","4",7
"345","lw24x048","Site1","3xTG-AD","B6129SF2/J","Female","4","4",15
"346","gw01x001","Site2","3xTG-AD","B6129SF2/J","Female","4","4",5
"347","gw04x006","Site2","3xTG-AD","B6129SF2/J","Female","4","4",11
"348","gw05x007","Site2","3xTG-AD","B6129SF2/J","Female","4","4",5
"349","gw05x008","Site2","3xTG-AD","B6129SF2/J","Female","4","4",5
"350","gw06x009","Site2","3xTG-AD","B6129SF2/J","Female","4","4",5
"351","gw07x010","Site2","3xTG-AD","B6129SF2/J","Female","4","4",4
"352","gw08x011","Site2","3xTG-AD","B6129SF2/J","Female","4","4",4
"353","gw09x013","Site2","3xTG-AD","B6129SF2/J","Female","4","4",1
"354","gw12x017","Site2","3xTG-AD","B6129SF2/J","Female","4","4",1
"355","gw59x101","Site2","3xTG-AD","B6129SF2/J","Female","4","4",7
"356","gw59x102","Site2","3xTG-AD","B6129SF2/J","Female","4","4",6
"357","gw60x103","Site2","3xTG-AD","B6129SF2/J","Female","4","4",3
"358","gw60x104","Site2","3xTG-AD","B6129SF2/J","Female","4","4",7
"359","lw37f073","Site1","5xFAD","B6SJLF1/J","Female","4","4",6
"360","lw37f074","Site1","5xFAD","B6SJLF1/J","Female","4","4",8
"361","lw38f076","Site1","5xFAD","B6SJLF1/J","Female","4","4",8
"362","lw41f081","Site1","5xFAD","B6SJLF1/J","Female","4","4",6
"363","lw41f082","Site1","5xFAD","B6SJLF1/J","Female","4","4",4
"364","lw42f083","Site1","5xFAD","B6SJLF1/J","Female","4","4",6
"365","lw42f084","Site1","5xFAD","B6SJLF1/J","Female","4","4",5
"366","lw45f089","Site1","5xFAD","B6SJLF1/J","Female","4","4",5
"367","lw45f090","Site1","5xFAD","B6SJLF1/J","Female","4","4",4
"368","lw46f091","Site1","5xFAD","B6SJLF1/J","Female","4","4",14
"369","lw46f092","Site1","5xFAD","B6SJLF1/J","Female","4","4",23
"370","gw01f001","Site2","5xFAD","B6SJLF1/J","Female","4","4",6
"371","gw01f002","Site2","5xFAD","B6SJLF1/J","Female","4","4",4
"372","gw02f003","Site2","5xFAD","B6SJLF1/J","Female","4","4",3
"373","gw03f005","Site2","5xFAD","B6SJLF1/J","Female","4","4",10
"374","gw03f006","Site2","5xFAD","B6SJLF1/J","Female","4","4",4
"375","gw04f007","Site2","5xFAD","B6SJLF1/J","Female","4","4",7
"376","gw04f008","Site2","5xFAD","B6SJLF1/J","Female","4","4",6
"377","gw05f009","Site2","5xFAD","B6SJLF1/J","Female","4","4",12
"378","gw05f010","Site2","5xFAD","B6SJLF1/J","Female","4","4",6
"379","gw06f011","Site2","5xFAD","B6SJLF1/J","Female","4","4",7
"380","gw06f012","Site2","5xFAD","B6SJLF1/J","Female","4","4",8
"381","lw185a247","Site1","APP-PS1","C57BL6","Female","4","4",4
"382","lw186a248","Site1","APP-PS1","C57BL6","Female","4","4",9
"383","lw189a251","Site1","APP-PS1","C57BL6","Female","4","4",3
"384","lw190a252","Site1","APP-PS1","C57BL6","Female","4","4",7
"385","lw193a255","Site1","APP-PS1","C57BL6","Female","4","4",14
"386","lw194a256","Site1","APP-PS1","C57BL6","Female","4","4",16
"387","lw198a260","Site1","APP-PS1","C57BL6","Female","4","4",3
"388","lw201a263","Site1","APP-PS1","C57BL6","Female","4","4",7
"389","lw202a264","Site1","APP-PS1","C57BL6","Female","4","4",7
"390","lw206a268","Site1","APP-PS1","C57BL6","Female","4","4",10
"391","lw209a271","Site1","APP-PS1","C57BL6","Female","4","4",3
"392","lw210a272","Site1","APP-PS1","C57BL6","Female","4","4",13
"393","lw213a275","Site1","APP-PS1","C57BL6","Female","4","4",4
"394","gw108a232","Site2","APP-PS1","C57BL6","Female","4","4",7
"395","gw108a233","Site2","APP-PS1","C57BL6","Female","4","4",8
"396","gw108a234","Site2","APP-PS1","C57BL6","Female","4","4",13
"397","gw108a235","Site2","APP-PS1","C57BL6","Female","4","4",7
"398","gw128a237","Site2","APP-PS1","C57BL6","Female","4","4",10
"399","gw129a238","Site2","APP-PS1","C57BL6","Female","4","4",8
"400","gw129a239","Site2","APP-PS1","C57BL6","Female","4","4",5
"401","gw130a241","Site2","APP-PS1","C57BL6","Female","4","4",6
"402","gw131a242","Site2","APP-PS1","C57BL6","Female","4","4",13
"403","gw131a243","Site2","APP-PS1","C57BL6","Female","4","4",4
"404","gw132a244","Site2","APP-PS1","C57BL6","Female","4","4",19
"405","gw133a246","Site2","APP-PS1","C57BL6","Female","4","4",8
"406","gw140a276","Site2","APP-PS1","C57BL6","Female","4","4",9
"407","lt03x009","Site1","3xTG-AD","3xTG-AD","Male","4","4",10
"408","lt03x010","Site1","3xTG-AD","3xTG-AD","Male","4","4",4
"409","lt04x011","Site1","3xTG-AD","3xTG-AD","Male","4","4",14
"410","lt04x012","Site1","3xTG-AD","3xTG-AD","Male","4","4",3
"411","lt07x013","Site1","3xTG-AD","3xTG-AD","Male","4","4",16
"412","lt07x014","Site1","3xTG-AD","3xTG-AD","Male","4","4",5
"413","lt08x015","Site1","3xTG-AD","3xTG-AD","Male","4","4",5
"414","lt08x016","Site1","3xTG-AD","3xTG-AD","Male","4","4",7
"415","lt11x021","Site1","3xTG-AD","3xTG-AD","Male","4","4",11
"416","lt11x022","Site1","3xTG-AD","3xTG-AD","Male","4","4",8
"417","lt12x023","Site1","3xTG-AD","3xTG-AD","Male","4","4",6
"418","lt12x024","Site1","3xTG-AD","3xTG-AD","Male","4","4",3
"419","gt01x001","Site2","3xTG-AD","3xTG-AD","Male","4","4",1
"420","gt02x004","Site2","3xTG-AD","3xTG-AD","Male","4","4",1
"421","gt04x007","Site2","3xTG-AD","3xTG-AD","Male","4","4",1
"422","gt05x009","Site2","3xTG-AD","3xTG-AD","Male","4","4",1
"423","gt07x013","Site2","3xTG-AD","3xTG-AD","Male","4","4",9
"424","gt08x014","Site2","3xTG-AD","3xTG-AD","Male","4","4",4
"425","gt09x015","Site2","3xTG-AD","3xTG-AD","Male","4","4",3
"426","gt10x016","Site2","3xTG-AD","3xTG-AD","Male","4","4",4
"427","gt11x018","Site2","3xTG-AD","3xTG-AD","Male","4","4",3
"428","gt12x019","Site2","3xTG-AD","3xTG-AD","Male","4","4",10
"429","gt13x020","Site2","3xTG-AD","3xTG-AD","Male","4","4",7
"430","gt14x021","Site2","3xTG-AD","3xTG-AD","Male","4","4",6
"431","gt15x022","Site2","3xTG-AD","3xTG-AD","Male","4","4",9
"432","gt16x023","Site2","3xTG-AD","3xTG-AD","Male","4","4",6
"433","lt27f053","Site1","5xFAD","5xFAD","Male","4","4",2
"434","lt27f054","Site1","5xFAD","5xFAD","Male","4","4",9
"435","lt28f055","Site1","5xFAD","5xFAD","Male","4","4",5
"436","lt28f056","Site1","5xFAD","5xFAD","Male","4","4",5
"437","lt31f061","Site1","5xFAD","5xFAD","Male","4","4",15
"438","lt31f062","Site1","5xFAD","5xFAD","Male","4","4",8
"439","lt32f063","Site1","5xFAD","5xFAD","Male","4","4",7
"440","lt32f064","Site1","5xFAD","5xFAD","Male","4","4",7
"441","lt35f069","Site1","5xFAD","5xFAD","Male","4","4",8
"442","lt35f070","Site1","5xFAD","5xFAD","Male","4","4",5
"443","lt36f071","Site1","5xFAD","5xFAD","Male","4","4",9
"444","lt36f072","Site1","5xFAD","5xFAD","Male","4","4",4
"445","gt08f013","Site2","5xFAD","5xFAD","Male","4","4",4
"446","gt08f014","Site2","5xFAD","5xFAD","Male","4","4",8
"447","gt09f015","Site2","5xFAD","5xFAD","Male","4","4",22
"448","gt10f016","Site2","5xFAD","5xFAD","Male","4","4",3
"449","gt10f017","Site2","5xFAD","5xFAD","Male","4","4",8
"450","gt11f019","Site2","5xFAD","5xFAD","Male","4","4",23
"451","gt12f020","Site2","5xFAD","5xFAD","Male","4","4",12
"452","gt12f021","Site2","5xFAD","5xFAD","Male","4","4",7
"453","gt13f022","Site2","5xFAD","5xFAD","Male","4","4",5
"454","gt14f023","Site2","5xFAD","5xFAD","Male","4","4",7
"455","gt14f024","Site2","5xFAD","5xFAD","Male","4","4",9
"456","lt172a234","Site1","APP-PS1","APPPS1","Male","4","4",3
"457","lt175a237","Site1","APP-PS1","APPPS1","Male","4","4",10
"458","lt179a241","Site1","APP-PS1","APPPS1","Male","4","4",15
"459","lt180a242","Site1","APP-PS1","APPPS1","Male","4","4",3
"460","lt183a245","Site1","APP-PS1","APPPS1","Male","4","4",3
"461","lt184a246","Site1","APP-PS1","APPPS1","Male","4","4",5
"462","lt225a287","Site1","APP-PS1","APPPS1","Male","4","4",13
"463","lt226a288","Site1","APP-PS1","APPPS1","Male","4","4",4
"464","lt229a291","Site1","APP-PS1","APPPS1","Male","4","4",5
"465","lt230a292","Site1","APP-PS1","APPPS1","Male","4","4",14
"466","gt122a280","Site2","APP-PS1","APPPS1","Male","4","4",6
"467","gt122a281","Site2","APP-PS1","APPPS1","Male","4","4",9
"468","gt122a282","Site2","APP-PS1","APPPS1","Male","4","4",6
"469","gt122a283","Site2","APP-PS1","APPPS1","Male","4","4",6
"470","gt123a284","Site2","APP-PS1","APPPS1","Male","4","4",12
"471","gt123a285","Site2","APP-PS1","APPPS1","Male","4","4",10
"472","gt123a286","Site2","APP-PS1","APPPS1","Male","4","4",8
"473","gt123a287","Site2","APP-PS1","APPPS1","Male","4","4",6
"474","gt124a288","Site2","APP-PS1","APPPS1","Male","4","4",4
"475","gt124a289","Site2","APP-PS1","APPPS1","Male","4","4",4
"476","gt124a290","Site2","APP-PS1","APPPS1","Male","4","4",5
"477","gt124a291","Site2","APP-PS1","APPPS1","Male","4","4",6
"478","gt125a292","Site2","APP-PS1","APPPS1","Male","4","4",6
"479","gt125a293","Site2","APP-PS1","APPPS1","Male","4","4",3
"480","gt125a295","Site2","APP-PS1","APPPS1","Male","4","4",6
"481","lw02x003","Site1","3xTG-AD","B6129SF2/J","Male","4","4",4
"482","lw02x004","Site1","3xTG-AD","B6129SF2/J","Male","4","4",9
"483","lw05x005","Site1","3xTG-AD","B6129SF2/J","Male","4","4",9
"484","lw05x006","Site1","3xTG-AD","B6129SF2/J","Male","4","4",6
"485","lw09x017","Site1","3xTG-AD","B6129SF2/J","Male","4","4",7
"486","lw09x018","Site1","3xTG-AD","B6129SF2/J","Male","4","4",14
"487","lw10x019","Site1","3xTG-AD","B6129SF2/J","Male","4","4",3
"488","lw10x020","Site1","3xTG-AD","B6129SF2/J","Male","4","4",4
"489","gw09x013","Site2","3xTG-AD","B6129SF2/J","Male","4","4",5
"490","gw09x014","Site2","3xTG-AD","B6129SF2/J","Male","4","4",17
"491","gw10x015","Site2","3xTG-AD","B6129SF2/J","Male","4","4",4
"492","gw11x016","Site2","3xTG-AD","B6129SF2/J","Male","4","4",4
"493","gw12x017","Site2","3xTG-AD","B6129SF2/J","Male","4","4",3
"494","gw13x018","Site2","3xTG-AD","B6129SF2/J","Male","4","4",13
"495","gw14x019","Site2","3xTG-AD","B6129SF2/J","Male","4","4",7
"496","gw15x020","Site2","3xTG-AD","B6129SF2/J","Male","4","4",5
"497","gw16x021","Site2","3xTG-AD","B6129SF2/J","Male","4","4",8
"498","gw18x023","Site2","3xTG-AD","B6129SF2/J","Male","4","4",3
"499","lw25f049","Site1","5xFAD","B6SJLF1/J","Male","4","4",3
"500","lw25f050","Site1","5xFAD","B6SJLF1/J","Male","4","4",4
"501","lw26f051","Site1","5xFAD","B6SJLF1/J","Male","4","4",6
"502","lw26f052","Site1","5xFAD","B6SJLF1/J","Male","4","4",10
"503","lw29f057","Site1","5xFAD","B6SJLF1/J","Male","4","4",17
"504","lw29f058","Site1","5xFAD","B6SJLF1/J","Male","4","4",3
"505","lw30f059","Site1","5xFAD","B6SJLF1/J","Male","4","4",8
"506","lw30f060","Site1","5xFAD","B6SJLF1/J","Male","4","4",8
"507","lw33f065","Site1","5xFAD","B6SJLF1/J","Male","4","4",4
"508","lw33f066","Site1","5xFAD","B6SJLF1/J","Male","4","4",5
"509","lw34f067","Site1","5xFAD","B6SJLF1/J","Male","4","4",7
"510","lw34f068","Site1","5xFAD","B6SJLF1/J","Male","4","4",3
"511","gw07f013","Site2","5xFAD","B6SJLF1/J","Male","4","4",7
"512","gw07f014","Site2","5xFAD","B6SJLF1/J","Male","4","4",5
"513","gw09f017","Site2","5xFAD","B6SJLF1/J","Male","4","4",10
"514","gw09f018","Site2","5xFAD","B6SJLF1/J","Male","4","4",8
"515","gw10f019","Site2","5xFAD","B6SJLF1/J","Male","4","4",10
"516","gw10f020","Site2","5xFAD","B6SJLF1/J","Male","4","4",4
"517","gw11f022","Site2","5xFAD","B6SJLF1/J","Male","4","4",13
"518","gw12f023","Site2","5xFAD","B6SJLF1/J","Male","4","4",5
"519","lw169a231","Site1","APP-PS1","C57BL6","Male","4","4",16
"520","lw170a232","Site1","APP-PS1","C57BL6","Male","4","4",15
"521","lw173a235","Site1","APP-PS1","C57BL6","Male","4","4",3
"522","lw174a236","Site1","APP-PS1","C57BL6","Male","4","4",7
"523","lw177a239","Site1","APP-PS1","C57BL6","Male","4","4",5
"524","lw178a240","Site1","APP-PS1","C57BL6","Male","4","4",7
"525","lw181a243","Site1","APP-PS1","C57BL6","Male","4","4",7
"526","lw182a244","Site1","APP-PS1","C57BL6","Male","4","4",10
"527","lw224a286","Site1","APP-PS1","C57BL6","Male","4","4",3
"528","lw227a289","Site1","APP-PS1","C57BL6","Male","4","4",12
"529","lw228a290","Site1","APP-PS1","C57BL6","Male","4","4",5
"530","lw231a293","Site1","APP-PS1","C57BL6","Male","4","4",9
"531","gw135a266","Site2","APP-PS1","C57BL6","Male","4","4",8
"532","gw135a267","Site2","APP-PS1","C57BL6","Male","4","4",9
"533","gw136a268","Site2","APP-PS1","C57BL6","Male","4","4",3
"534","gw137a270","Site2","APP-PS1","C57BL6","Male","4","4",8
"535","gw137a271","Site2","APP-PS1","C57BL6","Male","4","4",7
"536","gw138a272","Site2","APP-PS1","C57BL6","Male","4","4",9
"537","gw138a273","Site2","APP-PS1","C57BL6","Male","4","4",6
"538","gw139a275","Site2","APP-PS1","C57BL6","Male","4","4",18
"539","gw140a276","Site2","APP-PS1","C57BL6","Male","4","4",1
"540","gw140a277","Site2","APP-PS1","C57BL6","Male","4","4",7
"541","gw141a278","Site2","APP-PS1","C57BL6","Male","4","4",14
"542","gw141a279","Site2","APP-PS1","C57BL6","Male","4","4",7
