"","Database","AnimalID","TestSite","Mouse.Strain","Genotype","Sex","Age.Months","Task","Day"
"366","LONPDAPP7MM","lw219a281","Site1","APP-PS1","C57BL6","Male","7","PD Acquisition 2",7
"367","LONPDAPP7MM","lw220a282","Site1","APP-PS1","C57BL6","Male","7","PD Acquisition 2",4
"368","LONPDAPP7MM","lw223a285","Site1","APP-PS1","C57BL6","Male","7","PD Acquisition 2",7
"369","LONPDAPP7MM","lw379a441","Site1","APP-PS1","C57BL6","Male","7","PD Acquisition 2",7
"370","LONPDAPP7MM","lw383a445","Site1","APP-PS1","C57BL6","Male","7","PD Acquisition 2",8
"371","GUEPD3XTG10MF","gt66x120","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",6
"372","GUEPD3XTG10MF","gt66x121","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",9
"373","GUEPD3XTG10MF","gt66x122","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",15
"374","GUEPD3XTG10MF","gt67x123","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",18
"375","GUEPD3XTG10MF","gt67x124","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",14
"376","GUEPD3XTG10MF","gt67x125","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",25
"377","GUEPD3XTG10MF","gt68x126","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",8
"378","GUEPD3XTG10MF","gt68x127","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",7
"379","GUEPD3XTG10MF","gt68x128","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",15
"380","GUEPD3XTG10MF","gt69x129","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",26
"381","GUEPD3XTG10MF","gt69x130","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",7
"382","GUEPD3XTG10MF","gt69x131","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",31
"383","GUEPD3XTG10MF","gt70x132","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",6
"384","GUEPD3XTG10MF","gt70x133","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",6
"385","GUEPD3XTG10MF","gt70x134","Site2","3xTG-AD","3xTG-AD","Female","10","PD Acquisition 3",6
"386","GUEPD5FAD10MF","gt178f422","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",30
"387","GUEPD5FAD10MF","gt178f423","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",28
"388","GUEPD5FAD10MF","gt178f424","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",9
"389","GUEPD5FAD10MF","gt178f425","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",17
"390","GUEPD5FAD10MF","gt179f426","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",8
"391","GUEPD5FAD10MF","gt179f427","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",30
"392","GUEPD5FAD10MF","gt179f428","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",17
"393","GUEPD5FAD10MF","gt179f429","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",13
"394","GUEPD5FAD10MF","gt74f147","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",28
"395","GUEPD5FAD10MF","gt74f148","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",33
"396","GUEPD5FAD10MF","gt74f149","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",11
"397","GUEPD5FAD10MF","gt74f150","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",12
"398","GUEPD5FAD10MF","gt75f151","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",8
"399","GUEPD5FAD10MF","gt75f152","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",34
"400","GUEPD5FAD10MF","gt75f153","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",23
"401","GUEPD5FAD10MF","gt76f155","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",16
"402","GUEPD5FAD10MF","gt76f156","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",12
"403","GUEPD5FAD10MF","gt76f158","Site2","5xFAD","5xFAD","Female","10","PD Acquisition 3",9
"404","GUEPDAPP10MF","gt147a317","Site2","APP-PS1","APPPS1","Female","10","PD Acquisition 3",9
"405","GUEPDAPP10MF","gt147a318","Site2","APP-PS1","APPPS1","Female","10","PD Acquisition 3",18
"406","GUEPDAPP10MF","gt148a320","Site2","APP-PS1","APPPS1","Female","10","PD Acquisition 3",17
"407","GUEPDAPP10MF","gt148a321","Site2","APP-PS1","APPPS1","Female","10","PD Acquisition 3",17
"408","GUEPDAPP10MF","gt150a327","Site2","APP-PS1","APPPS1","Female","10","PD Acquisition 3",14
"409","GUEPDAPP10MF","gt151a330","Site2","APP-PS1","APPPS1","Female","10","PD Acquisition 3",14
"410","GUEPDAPP10MF","gt151a331","Site2","APP-PS1","APPPS1","Female","10","PD Acquisition 3",14
"411","GUEPD3XTG10MF","gw61x105","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",12
"412","GUEPD3XTG10MF","gw61x106","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",30
"413","GUEPD3XTG10MF","gw61x107","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",16
"414","GUEPD3XTG10MF","gw62x108","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",9
"415","GUEPD3XTG10MF","gw62x109","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",13
"416","GUEPD3XTG10MF","gw62x110","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",5
"417","GUEPD3XTG10MF","gw63x111","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",9
"418","GUEPD3XTG10MF","gw63x112","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",6
"419","GUEPD3XTG10MF","gw63x113","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",31
"420","GUEPD3XTG10MF","gw64x114","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",7
"421","GUEPD3XTG10MF","gw64x115","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",7
"422","GUEPD3XTG10MF","gw64x116","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",4
"423","GUEPD3XTG10MF","gw65x117","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",13
"424","GUEPD3XTG10MF","gw65x118","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",7
"425","GUEPD3XTG10MF","gw65x119","Site2","3xTG-AD","B6129SF2/J","Female","10","PD Acquisition 3",12
"426","GUEPD5FAD10MF","gw175f410","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",11
"427","GUEPD5FAD10MF","gw175f411","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",19
"428","GUEPD5FAD10MF","gw175f412","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",8
"429","GUEPD5FAD10MF","gw175f413","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",10
"430","GUEPD5FAD10MF","gw176f414","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",27
"431","GUEPD5FAD10MF","gw176f415","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",27
"432","GUEPD5FAD10MF","gw176f416","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",28
"433","GUEPD5FAD10MF","gw176f417","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",30
"434","GUEPD5FAD10MF","gw177f418","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",16
"435","GUEPD5FAD10MF","gw177f419","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",11
"436","GUEPD5FAD10MF","gw177f420","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",30
"437","GUEPD5FAD10MF","gw177f421","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",8
"438","GUEPD5FAD10MF","gw71f135","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",40
"439","GUEPD5FAD10MF","gw71f136","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",34
"440","GUEPD5FAD10MF","gw71f137","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",31
"441","GUEPD5FAD10MF","gw71f138","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",10
"442","GUEPD5FAD10MF","gw72f139","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",33
"443","GUEPD5FAD10MF","gw72f140","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",33
"444","GUEPD5FAD10MF","gw72f142","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",26
"445","GUEPD5FAD10MF","gw73f144","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",38
"446","GUEPD5FAD10MF","gw73f146","Site2","5xFAD","B6SJLF1/J","Female","10","PD Acquisition 3",31
"447","GUEPDAPP10MF","gw142a300","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",14
"448","GUEPDAPP10MF","gw142a301","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",16
"449","GUEPDAPP10MF","gw142a302","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",14
"450","GUEPDAPP10MF","gw142a303","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",18
"451","GUEPDAPP10MF","gw143a304","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",18
"452","GUEPDAPP10MF","gw143a305","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",11
"453","GUEPDAPP10MF","gw144a306","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",14
"454","GUEPDAPP10MF","gw144a307","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",14
"455","GUEPDAPP10MF","gw144a308","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",6
"456","GUEPDAPP10MF","gw145a310","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",14
"457","GUEPDAPP10MF","gw145a311","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",8
"458","GUEPDAPP10MF","gw145a312","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",14
"459","GUEPDAPP10MF","gw145a313","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",9
"460","GUEPDAPP10MF","gw146a314","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",13
"461","GUEPDAPP10MF","gw146a315","Site2","APP-PS1","C57BL6","Female","10","PD Acquisition 3",11
"462","LONPD3XTG10MM","lt57x112","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",39
"463","LONPD3XTG10MM","lt57x113","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",10
"464","LONPD3XTG10MM","lt58x114","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",25
"465","LONPD3XTG10MM","lt58x115","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",8
"466","LONPD3XTG10MM","lt59x116","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",20
"467","LONPD3XTG10MM","lt59x117","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",29
"468","LONPD3XTG10MM","lt60x118","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",7
"469","LONPD3XTG10MM","lt60x119","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",8
"470","LONPD3XTG10MM","lt61x120","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",6
"471","LONPD3XTG10MM","lt61x121","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",17
"472","LONPD3XTG10MM","lt62x122","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",15
"473","LONPD3XTG10MM","lt62x123","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",21
"474","LONPD3XTG10MM","lt63x124","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",5
"475","LONPD3XTG10MM","lt63x125","Site1","3xTG-AD","3xTG-AD","Male","10","PD Acquisition 3",12
"476","LONPD5FAD10MM","lt107f169","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",9
"477","LONPD5FAD10MM","lt108f170","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",6
"478","LONPD5FAD10MM","lt109f171","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",13
"479","LONPD5FAD10MM","lt110f172","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",19
"480","LONPD5FAD10MM","lt111f173","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",29
"481","LONPD5FAD10MM","lt112f174","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",42
"482","LONPD5FAD10MM","lt113f175","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",15
"483","LONPD5FAD10MM","lt115f177","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",40
"484","LONPD5FAD10MM","lt116f178","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",23
"485","LONPD5FAD10MM","lt117f179","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",13
"486","LONPD5FAD10MM","lt118f180","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",37
"487","LONPD5FAD10MM","lt119f181","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",10
"488","LONPD5FAD10MM","lt120f182","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",18
"489","LONPD5FAD10MM","lt383f445","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",7
"490","LONPD5FAD10MM","lt384f446","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",9
"491","LONPD5FAD10MM","lt385f447","Site1","5xFAD","5xFAD","Male","10","PD Acquisition 3",12
"492","LONPDAPP10MM","lt155a217","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",22
"493","LONPDAPP10MM","lt160a222","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",19
"494","LONPDAPP10MM","lt163a225","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",17
"495","LONPDAPP10MM","lt168a230","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",22
"496","LONPDAPP10MM","lt217a279","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",17
"497","LONPDAPP10MM","lt218a280","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",20
"498","LONPDAPP10MM","lt222a284","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",14
"499","LONPDAPP10MM","lt378a440","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",33
"500","LONPDAPP10MM","lt381a443","Site1","APP-PS1","APPPS1","Male","10","PD Acquisition 3",14
"501","LONPD3XTG10MM","lw49x097","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",16
"502","LONPD3XTG10MM","lw49x098","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",5
"503","LONPD3XTG10MM","lw50x099","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",6
"504","LONPD3XTG10MM","lw50x100","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",13
"505","LONPD3XTG10MM","lw51x101","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",6
"506","LONPD3XTG10MM","lw51x102","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",11
"507","LONPD3XTG10MM","lw52x103","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",16
"508","LONPD3XTG10MM","lw52x104","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",9
"509","LONPD3XTG10MM","lw53x105","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",9
"510","LONPD3XTG10MM","lw53x106","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",22
"511","LONPD3XTG10MM","lw54x107","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",14
"512","LONPD3XTG10MM","lw54x108","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",22
"513","LONPD3XTG10MM","lw55x109","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",26
"514","LONPD3XTG10MM","lw55x110","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",11
"515","LONPD3XTG10MM","lw56x111","Site1","3xTG-AD","B6129SF2/J","Male","10","PD Acquisition 3",9
"516","LONPD5FAD10MM","lw100f162","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",26
"517","LONPD5FAD10MM","lw102f164","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",16
"518","LONPD5FAD10MM","lw104f166","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",20
"519","LONPD5FAD10MM","lw105f167","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",5
"520","LONPD5FAD10MM","lw106f168","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",9
"521","LONPD5FAD10MM","lw378f440","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",34
"522","LONPD5FAD10MM","lw379f441","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",4
"523","LONPD5FAD10MM","lw381f443","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",9
"524","LONPD5FAD10MM","lw93f155","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",13
"525","LONPD5FAD10MM","lw94f156","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",16
"526","LONPD5FAD10MM","lw95f157","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",7
"527","LONPD5FAD10MM","lw97f159","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",9
"528","LONPD5FAD10MM","lw98f160","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",10
"529","LONPD5FAD10MM","lw99f161","Site1","5xFAD","B6SJLF1/J","Male","10","PD Acquisition 3",4
"530","LONPDAPP10MM","lw153a215","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",43
"531","LONPDAPP10MM","lw154a216","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",20
"532","LONPDAPP10MM","lw157a219","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",9
"533","LONPDAPP10MM","lw158a220","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",22
"534","LONPDAPP10MM","lw161a223","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",17
"535","LONPDAPP10MM","lw162a224","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",17
"536","LONPDAPP10MM","lw165a227","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",18
"537","LONPDAPP10MM","lw166a228","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",9
"538","LONPDAPP10MM","lw215a277","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",19
"539","LONPDAPP10MM","lw216a278","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",6
"540","LONPDAPP10MM","lw219a281","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",11
"541","LONPDAPP10MM","lw220a282","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",7
"542","LONPDAPP10MM","lw223a285","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",7
"543","LONPDAPP10MM","lw379a441","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",16
"544","LONPDAPP10MM","lw383a445","Site1","APP-PS1","C57BL6","Male","10","PD Acquisition 3",22
